"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority";"DelfiName";"TariffDHID";"TariffName"
"1063";"S";"de:09161:90";"de:09161:90";"IN, Beim Schmalzbuckel";"48,7352";"11,41616";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1064";"Q";"de:09161:90:0:1";"de:09161:90";"1";"48,73505";"11,41617";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1065";"Q";"de:09161:90:0:2";"de:09161:90";"2";"48,73536";"11,41616";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1066";"S";"de:09161:9000";"de:09161:9000";"Ingolstadt Hbf";"48,74455";"11,43734";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";"-"
"1067";"A";"de:09161:9000:1";"de:09161:9000";"Gleis 1";"48,74454";"11,43728";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1068";"A";"de:09161:9000:2";"de:09161:9000";"Bus";"48,7449";"11,43613";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1069";"A";"de:09161:9000:3";"de:09161:9000";"Gleis 2+3";"48,74452";"11,43728";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1070";"A";"de:09161:9000:4";"de:09161:9000";"Gleis 4+5";"48,7445";"11,4373";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1071";"A";"de:09161:9000:5";"de:09161:9000";"Gleis 6+7";"48,74448";"11,4373";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1072";"A";"de:09161:9000:70";"de:09161:9000";"Unterführung";"48,74449";"11,43735";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1073";"A";"de:09161:9000:71";"de:09161:9000";"Brücke";"48,74377";"11,43726";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1074";"A";"de:09161:9000:81";"de:09161:9000";"B+R Parkhaus";"48,74333";"11,43699";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1075";"A";"de:09161:9000:82";"de:09161:9000";"B+R Nord";"48,74495";"11,43668";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1076";"A";"de:09161:9000:83";"de:09161:9000";"B+R Ost";"48,74391";"11,43973";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1077";"A";"de:09161:9000:90";"de:09161:9000";"Haupteingang";"48,74434";"11,43658";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1078";"A";"de:09161:9000:91";"de:09161:9000";"Eingang Süd";"48,74404";"11,43705";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1079";"A";"de:09161:9000:92";"de:09161:9000";"Eingang Ost";"48,74414";"11,4396";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1080";"A";"de:09161:9000:93";"de:09161:9000";"Eingang Nord";"48,74491";"11,4367";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1081";"A";"de:09161:9000:95";"de:09161:9000";"Parkhaus";"48,7435";"11,43707";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1082";"A";"de:09161:9000:96";"de:09161:9000";"Taxi";"48,7449";"11,43631";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1083";"Q";"de:09161:9000:1:1";"de:09161:9000:1";"Gleis 1";"48,74457";"11,43707";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1084";"Q";"de:09161:9000:2:1";"de:09161:9000:2";"Bus 1";"48,74465";"11,43631";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1085";"Q";"de:09161:9000:2:2";"de:09161:9000:2";"Bus 2";"48,74493";"11,43621";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1086";"Q";"de:09161:9000:2:3";"de:09161:9000:2";"Bus 3";"48,7452";"11,43611";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1087";"Q";"de:09161:9000:2:4";"de:09161:9000:2";"Bus 4";"48,74519";"11,43597";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1088";"Q";"de:09161:9000:2:5";"de:09161:9000:2";"Bus 5";"48,7449";"11,43602";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1089";"Q";"de:09161:9000:2:6";"de:09161:9000:2";"Bus 6";"48,74464";"11,43612";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1090";"Q";"de:09161:9000:3:2";"de:09161:9000:3";"Gleis 2";"48,74458";"11,43713";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1091";"Q";"de:09161:9000:3:3";"de:09161:9000:3";"Gleis 3";"48,7446";"11,43727";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1092";"Q";"de:09161:9000:4:4";"de:09161:9000:4";"Gleis 4";"48,74461";"11,43733";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1093";"Q";"de:09161:9000:4:5";"de:09161:9000:4";"Gleis 5";"48,74464";"11,43748";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1094";"Q";"de:09161:9000:5:6";"de:09161:9000:5";"Gleis 6";"48,74465";"11,43754";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1095";"Q";"de:09161:9000:5:7";"de:09161:9000:5";"Gleis 7";"48,74467";"11,43768";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1096";"S";"de:09161:9009";"de:09161:9009";"Ingolstadt Nord";"48,77369";"11,43225";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1097";"A";"de:09161:9009:1";"de:09161:9009";"1";"48,77388";"11,4318";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 3+4";"BEG";"-";"-";"-"
"1098";"A";"de:09161:9009:2";"de:09161:9009";"2";"48,77395";"11,43196";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 5+6";"BEG";"-";"-";"-"
"1099";"A";"de:09161:9009:3";"de:09161:9009";"3";"48,77402";"11,43212";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 7";"BEG";"-";"-";"-"
"1100";"A";"de:09161:9009:70";"de:09161:9009";"70";"48,7733";"11,43261";"00000000";"-";"-";"-";"Unknown";"Unknown";"Unterführung";"BEG";"-";"-";"-"
"1101";"A";"de:09161:9009:90";"de:09161:9009";"90";"48,77301";"11,43211";"00000000";"-";"-";"-";"Unknown";"Unknown";"Eingang West";"BEG";"-";"-";"-"
"1102";"A";"de:09161:9009:91";"de:09161:9009";"91";"48,77352";"11,43366";"00000000";"-";"-";"-";"Unknown";"Unknown";"Eingang Ost Trepp";"BEG";"-";"-";"-"
"1103";"A";"de:09161:9009:92";"de:09161:9009";"92";"48,77312";"11,4338";"00000000";"-";"-";"-";"Unknown";"Unknown";"Eingang Ost Rampe";"BEG";"-";"-";"-"
"1104";"A";"de:09161:9009:95";"de:09161:9009";"81";"48,77303";"11,43206";"00000000";"-";"-";"-";"Unknown";"Unknown";"B+R";"BEG";"-";"-";"-"
"1105";"A";"de:09161:9009:96";"de:09161:9009";"82";"48,77278";"11,43244";"00000000";"-";"-";"-";"Unknown";"Unknown";"Taxi";"BEG";"-";"-";"-"
"1106";"Q";"de:09161:9009:1:3";"de:09161:9009:1";"3";"48,77401";"11,43158";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 3";"BEG";"-";"-";"-"
"1107";"Q";"de:09161:9009:1:4";"de:09161:9009:1";"4";"48,77406";"11,4317";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 4";"BEG";"-";"-";"-"
"1108";"Q";"de:09161:9009:2:5";"de:09161:9009:2";"5";"48,77408";"11,43174";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 5";"BEG";"-";"-";"-"
"1109";"Q";"de:09161:9009:2:6";"de:09161:9009:2";"6";"48,77413";"11,43185";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 6";"BEG";"-";"-";"-"
"1110";"Q";"de:09161:9009:3:7";"de:09161:9009:3";"7";"48,77415";"11,43192";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 7";"BEG";"-";"-";"-"
"1111";"S";"de:09161:96";"de:09161:96";"IN, Blücherstraße";"48,74392";"11,43279";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1112";"Q";"de:09161:96:0:1";"de:09161:96";"1";"48,74394";"11,43289";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1113";"Q";"de:09161:96:0:2";"de:09161:96";"2";"48,74392";"11,43273";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1114";"S";"de:09185:8467";"de:09185:8467";"Ingolstadt, Audi 60";"48,78922";"11,42467";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1115";"Q";"de:09185:8467:0:1";"de:09185:8467";"1";"48,78899";"11,42441";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"1116";"Q";"de:09185:8467:0:2";"de:09185:8467";"2";"48,78943";"11,42486";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"1117";"S";"de:09186:8130";"de:09186:8130";"IN, Am Eichelanger";"48,73443";"11,46179";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1118";"Q";"de:09186:8130:0:1";"de:09186:8130";"1";"48,73418";"11,46123";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1119";"Q";"de:09186:8130:0:2";"de:09186:8130";"2";"48,73468";"11,46236";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
